comment_id	abstract_id	annotator	score	comment
[1]	1	Dey,  Gautam	conclusions_nounchange_1  	
[2]	1	Jessica  Polka	context_nounchange_1	
[3]	1	Mate  Palfy	Context_nounchange_1+  	
[4]	1	jonathon coates	Context_effect-_1	
[5]	1	Jessica  Polka	Conclusion_stat-_1	
[6]	1	Mate  Palfy	Conclusions_stat-_1	
[7]	1	jonathon coates	Conclusion_effect-_1	
[8]	2	Dey,  Gautam		no  significant  changes
[9]	2	Jessica  Polka	Context_added_1-	makes  current  finding  seem  less  ground-breaking
[10]	2	jonathon coates	Context_added_1+  	
[11]	2	Mate  Palfy	Context_added  	
[12]	2	jonathon coates	Results_removed_1-	less  specific
[13]	2	Mate  Palfy	Results_added_1+  	
[14]	2	jonathon coates	Results_stat-_1	
[15]	2	Jessica  Polka	Results_stat-_1-	significance  removed,  g  factor  replaced  with  “tests”
[16]	2	Mate  Palfy	Results_removed_1	
[17]	2	Jessica  Polka	Results_nounchange_1-	Changed  from  individuals  with  impairment  to  individuals  with  impairment  who  use  medication
[18]	2	Jessica  Polka		greatest  ->  strongest,  not  meaningful  change
[19]	2	jonathon coates	Resuts_stat+_1+  	
[20]	2	Jessica  Polka	Results_stat+_1+  	positive  false  discovery  rate  reduced
[21]	2	Mate  Palfy	Results_stat-_1	
[22]	2	Mate  Palfy	Results_removed_1	
[23]	2	Mate  Palfy	Conclusions_stat+_1+  	
[24]	2	jonathon coates	Conclusion_added_1  	reconciled
[25]	2	Jessica  Polka	Conclusion_stat+_1+  	
[26]	2	Jessica  Polka	Conclusions_stat-1	
[27]	2	jonathon coates	Conclusion_added_1   	
[28]	2	Mate  Palfy	Conclusions_effect-_1	
[29]	2	Mate  Palfy	Conclusions_effect+_1+  	
[30]	2	Jessica  Polka	Conclusions_effect-_1	
[31]	2	Jessica  Polka	Conclusion_effect+_1+  	
[32]	3	Mate  Palfy	Context_added    	
[33]	3	Jessica  Polka	Context_added_1  	
[34]	3	Jessica  Polka	Context_nounchange_1  	
[35]	3	Mate  Palfy	Context_removed  	
[36]	3	jonathon coates	Context_removed_1  	
[37]	3	Jessica  Polka	Conclusion_stat-_1	
[38]	3	Jessica  Polka	Context_removed_1  	
[39]	3	jonathon coates	Context_added_1+  	
[40]	3	Dey,  Gautam	results_statinfo_1+  	
[41]	3	Jessica  Polka	Context_added_1  	
[42]	3	Dey,  Gautam	results_removed_2  	
[43]	3	Jessica  Polka	Results_removed_1-	replication  removed?
[44]	3	jonathon coates	Results_removed_1  	reconciled
[45]	3	Mate  Palfy	Results_removed_1  	
[46]	4	Dey,  Gautam	context_added_1+  	
[47]	4	Mate  Palfy	Context_added  	
[48]	4	Mate  Palfy	Context_removed  	
[49]	4	Mate  Palfy	Context_added  	methods
[50]	4	Mate  Palfy	Context_added  	
[51]	4	Jessica  Polka	Results_removed_1  	reconciled
[52]	4	jonathon coates	Results_removed_1	
[53]	4	Mate  Palfy	Results_removed_1	
[54]	4	Mate  Palfy	Conclusions_added_1  	didn’t  score  as  2  because  of  ‘likely’
[55]	4	Jessica  Polka		text  added  but  seems  more  like  a  firmer  statement  of  the  statement  in  following  sentence
[56]	4	Dey,  Gautam	context_added_1+    	
[57]	4	Mate  Palfy		rearrangement
[58]	4	jonathon coates	Results_removed_1	
[59]	4	Dey,  Gautam	results_added_1+  	
[60]	4	jonathon coates	Results_added_1  	reconciled
[61]	4	Mate  Palfy	Results_added_1  	
[62]	4	jonathon coates	Results_stat+_1  	reconciled
[63]	4	Jessica  Polka	Results_stat+_1+     	
[64]	4	Dey,  Gautam	conclusion_added_1+  	
[65]	4	Jessica  Polka	Conclusions_added_1+  	
[66]	4	jonathon coates	Conclusion_added_1  	reconciled
[67]	6	Dey,  Gautam		no  significant  changes
[68]	7	Jessica  Polka	Context_removed_1  	
[69]	7	Jessica  Polka	Context_removed_1+  	
[70]	7	Jessica  Polka	Context_nounchange_1  	
[71]	7	Jessica  Polka	Context_stat-_1	
[72]	7	Jessica  Polka	Context_removed_1	
[73]	7	Jessica  Polka	Results_effect+_1+  	
[74]	7	Dey,  Gautam	results_stat+_1+  	
[75]	7	Dey,  Gautam	results_statinfo_1  	
[76]	7	Jessica  Polka	Results_effect+_1+  	
[77]	7	jonathon coates	Results_stat+_1+  	
[78]	7	Dey,  Gautam	results_statinfo_1  	
[79]	7	Dey,  Gautam	results_stat+_1+  	
[80]	7	Mate  Palfy	Numbers  have  been  combined  but  no  change  in  result    	
[81]	7	Jessica  Polka	Results_stat+_1+  	
[82]	7	Mate  Palfy	Results_effect-_1	
[83]	7	jonathon coates	Results_stat-_1-	not  sure  if  99.8%  really  is  different  from  “all”
[84]	7	jonathon coates	Results_stat-_1	
[85]	7	Mate  Palfy	Results_effect+_1+  	
[86]	7	Jessica  Polka	Results_stat+_1+  	
[87]	7	Dey,  Gautam	results_stat+_1+  	
[88]	7	Jessica  Polka	Context_removed_1  	
[89]	7	Mate  Palfy	Results_statinfo_1+  	
[90]	7	Jessica  Polka	Results_added_1+  	
[91]	7	jonathon coates	Results_stat+_1+  	
[92]	8	jonathon coates	Results_effect-_1	
[93]	8	jonathon coates	Conclusion_effect-_1  	reconciled
[94]	8	Dey,  Gautam	results_effect-_1  	
[95]	8	Mate  Palfy	Conclusions_effect-_1  	
[96]	8	Jessica  Polka	Conclusions_stat-_1	
[97]	8	Dey,  Gautam	conclusions_effect-_1	
[98]	8	jonathon coates	conclusion_effect+_1+	
[99]	8	Jessica  Polka	Conclusions_stat-_1   	
[100]	9	Jessica  Polka	context_nounchange_1  	
[101]	9	Dey,  Gautam	conclusions_added_2  	reconciled,  premise  of  study  but  racial  disparities  not  noted  elsewhere
[102]	9	Jessica  Polka	Results_added_1+    	
[103]	9	jonathon coates	Conclusion_added_2    	
[104]	10	Dey,  Gautam	context_nounchange_1  	
[105]	10	Jessica  Polka	Conclusions_removed_1	
[106]	10	Mate  Palfy	Results_removed_1  	
[107]	10	Jessica  Polka	Results_removed_1	
[108]	10	jonathon coates	Results_effect-_1	
[109]	10	Jessica  Polka	Conclusions_stat-_1-	I  wonder  if  this  should  be  something  like  “caveat”
[110]	10	Dey,  Gautam	conclusion_nounchange_1	
[111]	10	Mate  Palfy	Results_added_1  	
[112]	10	Jessica  Polka	Results_added_1	
[113]	10	jonathon coates	Results_added_1+  	
[114]	10	Jessica  Polka	Conclusions_removed_1    	
[115]	11	Jessica  Polka	Context_removed_1  	
[116]	11	Mate  Palfy	Context_removed  	
[117]	11	Jessica  Polka	Context_stat-_1	
[118]	11	Mate  Palfy	Context_stat-_1	
[119]	11	Dey,  Gautam	context_removed_1  	
[120]	11	Mate  Palfy	Context_removed_1	
[121]	11	Mate  Palfy	Context_removed_1	
[122]	11	Jessica  Polka	Results_added_1+  	
[123]	11	Mate  Palfy	Context_removed_0  	detail  removed,  but  doesn’t  change  abstract  in  any  significant  way,  so  probably  not  necessary  to  annotate
[124]	11	Mate  Palfy	Context_removed_1   	
[125]	11	Mate  Palfy	Context_removed_1    	
[126]	11	Mate  Palfy	Context_removed_1    	
[127]	11	jonathon coates	Context_removed_1   	
[128]	11	jonathon coates	Results_stat+_1+  	
[129]	11	Dey,  Gautam	results_added_1+  	
[130]	11	Mate  Palfy	Results_statinfo_1+  	
[131]	11	jonathon coates	Conclusion_added_1+  	
[132]	11	jonathon coates	Conclusion_stat+_1+  	priority
[133]	11	Mate  Palfy	conclusion_added_1  	
[134]	11	Jessica  Polka	Conclusion_stat-_1-	strong  ->  clear
[135]	11	Jessica  Polka	Conclusion_removed_1+  	
[136]	11	jonathon coates	Conclusion_removed_1	
[137]	11	Mate  Palfy	conclusions_removed_1+  	
[138]	11	Dey,  Gautam	conclusion_effect-_1  	reconciled
[139]	12	Jessica  Polka	Context_removed_1	
[140]	12	Mate  Palfy	Context_nounchange_1+    	
[141]	12	Jessica  Polka	Context_stat-_1-	scoring  as  stat  because  the  change  reflects  less  certainty
[142]	12	Mate  Palfy	Results_stat-_1	
[143]	12	Dey,  Gautam	conclusion_added_1  	reconciled
[144]	12	Mate  Palfy		information  is  repeated  –  probably  due  to  defined  abstract  format  of  journal
[145]	12	Jessica  Polka	Conclusions_added_1+    	
[146]	12	Mate  Palfy	Conclusions_added_1+    	
[147]	12	Mate  Palfy	Conclusions_added_1   	
[148]	12	jonathon coates	Conclusion_added_1  	reconciled
[149]	13	Jessica  Polka	Results_removed_1-	no  longer  implies  the  authors  conducted  the  sequencing  and  genotyping
[150]	13	Mate  Palfy	Context_nounchange_1  	clarification,  so  doesn’t  effect  conclusion  of  paper
[151]	13	Jessica  Polka		Would  have  scored  this  Results_stat-_1-but  it’s  not  a  sample  size  decrease  as  original  abstract  mentioned  included  patients  –  this  is  a  rearrangement
[152]	13	Mate  Palfy	Context_stat- 	
[153]	13	Dey,  Gautam	results_added_1+  	number  of  samples  increased
[154]	13	Jessica  Polka	Context_added_1  	explicitly  states  quality  control  happened
[155]	13	Jessica  Polka	Context_added_1  	makes  it  clear  antidepressants  are  the  pharmacological  treatments
[156]	13	Mate  Palfy	Context_removed_1    	
[157]	13	Jessica  Polka	Context_removed_1  	now  seems  that  all  variants  are  considered,  not  only  rare  ones
[158]	13	Mate  Palfy	Context_removed_1  	
[159]	13	Jessica  Polka		the  revised  abstract  contains  more  specific  details  about  the  performance  of  models  in  different  cases,  leading  to  both  softening  and  strengthening
[160]	13	Mate  Palfy	Results_added_1	
[161]	13	jonathon coates	Results_stat-_1	
[162]	13	Dey,  Gautam	conclusion_added_1+  	
[163]	13	jonathon coates	Results_added_1  	reconciled
[164]	13	Mate  Palfy	Results_added_1+  	
[165]	13	Jessica  Polka	Results_added_1+  	
[166]	13	Jessica  Polka	Results_removed_1   	
[167]	14	Dey,  Gautam		no  significant  change
[168]	14	jonathon coates		no  change  to  conclusions  but  the  formatting  changes  definitely  make  this  a  better  abstract
[169]	14	Mate  Palfy	Context_added  	
[170]	14	Jessica  Polka	Context_effect-_1    	
[171]	14	Mate  Palfy	Context_stat-_1-	softening  of  statement,  but  of  course  this  doesn’t  affect  conclusion  of  the  paper
[172]	14	Mate  Palfy	Context_added  	
[173]	14	Jessica  Polka	Context_stat-_1  	studies  limited  ->  studies  contradictory
[174]	14	Mate  Palfy	Context_added    	
[175]	14	Jessica  Polka	Context_nounchange_1  	makes  clear  this  is  in  the  African  context
[176]	14	Jessica  Polka	Results_nounchange_1+  	improves  clarity,  might  consider  scoring  this  0,  original  text  might  mean  severity  of  symptoms
[177]	15	jonathon coates		again,  doesn’t  affect  the  conclusions  but  much  more  understandable
[178]	15	Jessica  Polka		acronym  defined,  but  I  don’t  think  this  is  significant  enough  to  soften  or  strengthen  conclusions  of  the  paper
[179]	15	Mate  Palfy	Results_statinfo_1	
[180]	16	Jessica  Polka	Context_removed_1  	
[181]	16	Mate  Palfy	Context_removed  	
[182]	16	Dey,  Gautam	context_nounchange_1  	
[183]	16	Jessica  Polka	Context_added_1+  	
[184]	16	Mate  Palfy	Context_added  	
[185]	16	Jessica  Polka	Results_nounchange_1+  	
[186]	16	Mate  Palfy	Context_added  	
[187]	16	Jessica  Polka	Context_removed_1  	
[188]	16	Jessica  Polka	Result_added_1+  	
[189]	16	Mate  Palfy	Results_added_1+  	
[190]	16	Jessica  Polka		not  scoring  -changed  from  “no  connectivity  changes  between  groups”  to  “connectivity  of  primary  groups  did  not  differ”
[191]	16	Dey,  Gautam		confusing,  because  significant  text  changes,  but  no  apparent  changes  in  conclusions  or  results
[192]	16	jonathon coates	Results_stat-_1	
[193]	16	Mate  Palfy	Context_removed  	this  is  referring  to  method  while  stating  the  result
[194]	16	Jessica  Polka	Results_effectreverse_0  	It’s  actually  unclear  what  “altered”  means  here,  so  change  does  not  seem  significant
[195]	16	jonathon coates	Results_stat-_1   	
[196]	16	jonathon coates	Results_added_1+  	
[197]	16	Jessica  Polka	Results_added_1+  	
[198]	17	Mate  Palfy		‘Reduced/increased’  is  changed  to  ‘Associated  with  lower/higher  risk’  throughout  the  abstract,  but  I  didn’t  score  this
[199]	17	Jessica  Polka	Context_stat-_1-	causality  not  implied
[200]	17	Jessica  Polka	Results_stat-_1-	increased  ->  associated  with  a  higher
[201]	17	jonathon coates	Context_stat+_1+  	
[202]	17	Dey,  Gautam	context_added_1+  	
[203]	17	Mate  Palfy	Context_added_1+  	
[204]	17	jonathon coates	Results_stat+_1+  	
[205]	17	Jessica  Polka	Results_stat-_1-	causality
[206]	17	Jessica  Polka	Results_stat-_1-	causality
[207]	17	Jessica  Polka	Results_stat-_1-	causality
[208]	17	Jessica  Polka	Results_stat-_1-	causality
[209]	18	Dey,  Gautam		no  significant  change
[210]	19	Dey,  Gautam		this  one  appears  to  be  a  registered  report  of  some  type?
[211]	19	jonathon coates		the  authors  don’t  actually  make  any  conclusions  here
[212]	19	Dey,  Gautam	context_removed_1     	
[213]	19	Jessica  Polka	Context  removed_1  	
[214]	19	Jessica  Polka	Context_added_1  	
[215]	19	Jessica  Polka	Context_removed_1  	reconciled
[216]	19	Dey,  Gautam	context_removed_1  	
[217]	19	Jessica  Polka	Context_added_1  	
[218]	19	Jessica  Polka	Context_added_1  	
[219]	19	Jessica  Polka	Context_removed_1  	
[220]	19	Jessica  Polka	Context_added_1    	
[221]	19	Dey,  Gautam	context_added_1    	
[222]	19	Mate  Palfy	Context_added  	I  didn’t  annotate  separately  the  individual  additions  and  removals
[223]	19	Jessica  Polka	Context_added_1    	
[224]	19	Jessica  Polka	Countext_nounchange_1-	less  comprehensive
[225]	19	Mate  Palfy	Context_added_0  	change  is  from  ‘all  available’  to  specifying  which  ones
[226]	19	Mate  Palfy	Conclusions_added_1+  	
[227]	19	Jessica  Polka	Context_added_1+  	
[228]	19	Dey,  Gautam		confusing  change  to  future  tense
[229]	19	Jessica  Polka	Context_added_1  	elaboration  of  ‘drug  therapy’
[230]	19	Jessica  Polka	Context_removed_1  	
[231]	19	Jessica  Polka	Context_nounchange_1	
[232]	20	Jessica  Polka	Conclusions_stat+_1+  	more  prescriptive  verb
[233]	20	Jessica  Polka	Conclusions_added_1+  	
[234]	20	Mate  Palfy	Conclusions_added_1   	
[235]	20	jonathon coates	Conclusion_added_1  	reconciled,  follows  from  above
[236]	20	Dey,  Gautam	conclusion_added_1+  	
[237]	21	Dey,  Gautam		no  significant  changes
[238]	21	Jessica  Polka		rearrangement
[239]	21	Jessica  Polka		rearrangement
[240]	21	jonathon coates		not  sure  if  important  or  not,  would  be  minor  if  important
[241]	22	Dey,  Gautam		no  significant  changes
[242]	23	Dey,  Gautam		no  significant  changes
[243]	24	jonathon coates		individual  changes  are  not  major  but  I  think  overall  this  is  a  major  change
[244]	24	Dey,  Gautam	context_removed_1  	
[245]	24	Jessica  Polka	Conclusion_nounchange_1-	rearrangement  with  sentence  below:  neuromuscular  disease->  CdLS
[246]	24	Jessica  Polka	Conclusion_removed_1+  	concern  removed
[247]	24	Mate  Palfy	Conclusions_removed_1   	
[248]	24	Jessica  Polka	Conclusion_effect+_1+  	rearrangement:  boost->highly  suitable
[249]	24	Jessica  Polka	Context_added_1  	
[250]	24	Mate  Palfy	Results_statinfo_1+  	
[251]	24	Mate  Palfy	Results_statinfo_1+  	
[252]	24	Dey,  Gautam	context_added_1  	reconciled
[253]	24	Jessica  Polka	Results_nounchange_1  	
[254]	24	Jessica  Polka		rearrangement
[255]	24	jonathon coates	Results_stat-_1	
[256]	24	Jessica  Polka	Conclusions_removed_1	
[257]	24	jonathon coates	Results_effect-_1	
[258]	24	Mate  Palfy	Results_removed_1	
[259]	24	Dey,  Gautam	conclusions_added_1+  	
[260]	24	Dey,  Gautam	results_removed_1	
[261]	24	jonathon coates	Conclusion_aded_1+  	
[262]	24	Jessica  Polka	Results_nounchange_1+  	the  NIPBL  variant  is  now  a  splicing  variant
[263]	24	Mate  Palfy	Conclusions_added_1+  	
[264]	24	Dey,  Gautam	results_added_1+	
[265]	24	jonathon coates	Conclusion_effect+_1+  	
[266]	25	Dey,  Gautam		no  significant  change
[267]	26	Jessica  Polka	Context_effect-_1	
[268]	26	Mate  Palfy	Context_removed  	
[269]	26	Jessica  Polka		definition  of  C-statistics
[270]	26	Jessica  Polka	Results_stat+_1+  	
[271]	26	jonathon coates	Results_stat+_1+  	
[272]	26	Jessica  Polka	Resuls_effect+_1+  	
[273]	26	Mate  Palfy	Results_effectt+_1+  	
[274]	26	jonathon coates	Results_stat-_1	
[275]	26	Jessica  Polka	Results_effect-_1	
[276]	26	Mate  Palfy	Results_effect-_1	
[277]	26	Jessica  Polka	Results_effect-_1	
[278]	26	jonathon coates	Results_stat-_1	
[279]	26	Mate  Palfy	Results_effect-_1  	
[280]	26	jonathon coates	Results_stat-_1	
[281]	26	Mate  Palfy	Results_stat-_1  	
[282]	26	jonathon coates	Results_stat-_1	
[283]	26	Jessica  Polka	Results_stat-_1	
[284]	26	Dey,  Gautam	results_statinfo_1+  	
[285]	26	jonathon coates	Conclusion_added_2  	
[286]	26	jonathon coates	Conclusion_added_1+  	
[287]	26	Mate  Palfy	Conclusions_added_1+  	
[288]	26	Jessica  Polka	Conclusions_added_2  	reconciled
[289]	27	Dey,  Gautam		no  significant  changes
[290]	28	Dey,  Gautam		no  significant  changes
[291]	28	Jessica  Polka	Context_added_1  	
[292]	28	Jessica  Polka	Context_removed_1  	
[293]	29	Jessica  Polka	Results_statinfo_1  	
[294]	29	jonathon coates	Results_stat+_1+  	
[295]	29	Dey,  Gautam	results_statinfo_1+  	
[296]	29	Mate  Palfy	Results_statinfo_1  	
[297]	29	jonathon coates	Results_stat+_1+  	
[298]	29	Jessica  Polka	Results_statinfo_1  	
[299]	29	Dey,  Gautam	results_statinfo_1+    	
[300]	29	Mate  Palfy	Results_statinfo_1  	
[301]	29	jonathon coates	Results_stat+_1+  	
[302]	29	Mate  Palfy	Results_statinfo_1  	
[303]	29	Dey,  Gautam	results_statinfo_1+  	
[304]	29	jonathon coates	Results_stat+_1+  	
[305]	29	Jessica  Polka	Results_statinfo_1  	
[306]	29	Dey,  Gautam	results_statinfo_1+  	
[307]	29	Mate  Palfy	Results_statinfo_1  	
[308]	29	Jessica  Polka	Results_statinfo_1  	
[309]	29	jonathon coates	Results_stat+_1+  	
[310]	29	Mate  Palfy	Results_statinfo_1  	
[311]	29	Dey,  Gautam	results_statinfo_1+  	
[312]	30	Dey,  Gautam		no  significant  changes
[313]	30	jonathon coates	Results_nounchange_1+  	
[314]	30	Jessica  Polka	Context_added_1  	
[315]	30	Jessica  Polka		this  section  was  repetitive
[316]	30	Mate  Palfy		super  vague,  so  I  wouldn’t  score  it  as  a  conclusion  removed
[317]	30	jonathon coates	Conclusion_removed_1  	reconciled
[318]	31	Jessica  Polka	Results_nounchange_1  	reconciled
[319]	31	Mate  Palfy	Results_nounchange_1    	
[320]	31	Dey,  Gautam	results_nounchange_1+    	
[321]	32	Dey,  Gautam		no  significant  changes
[322]	32	Jessica  Polka	Context_nouchange_1  	
[323]	33	Dey,  Gautam		no  significant  changes
[324]	34	Dey,  Gautam	context_added_1+  	
[325]	34	Jessica  Polka	Context_stat-_1	
[326]	34	jonathon coates	Results_stat+_1+  	
[327]	34	Dey,  Gautam	results_stat+_1+  	
[328]	34	jonathon coates	Results_stat-_1-	assuming  a  lower  F  score  is  weaker?
[329]	34	Mate  Palfy	Results_stat-_1	
[330]	35	Jessica  Polka	Context_nounchange_1  	
[331]	35	jonathon coates	Results_added_1+  	
[332]	35	Dey,  Gautam	Context_added_1+  	
[333]	36	Jessica  Polka	Context_added_1  	
[334]	36	jonathon coates	Results_statinfo_1+  	
[335]	36	Dey,  Gautam	context_added_1+  	
[336]	37	jonathon coates	Results_stat+_1+  	
[337]	37	jonathon coates	Results_stat+_1+  	
[338]	37	jonathon coates	Results_stat+_1+  	
[339]	37	Dey,  Gautam	results_stat+_1+  	
[340]	37	Mate  Palfy	Results_stat+_1+  	
[341]	37	Dey,  Gautam	results_stat+_1+  	
[342]	37	Mate  Palfy	Results_stat+_1+  	
[343]	37	jonathon coates	Results_stat+_1+  	
[344]	38	Jessica  Polka	Results_effect+_1+  	
[345]	38	jonathon coates	Results_effect-_1	
[346]	38	Mate  Palfy	Results_stat-_1	
[347]	38	jonathon coates	Results_effect-_1	
[348]	38	Jessica  Polka	Results_stat-_1	
[349]	38	Dey,  Gautam	conclusions_added_1+  	
[350]	38	Jessica  Polka	Results_added_1+  	more  specificity
[351]	38	Mate  Palfy	Results_added_1+  	specifies  ‘other’
[352]	39	jonathon coates		lots  of  small  changes  leading  to  a  big  change
[353]	39	Jessica  Polka	Context_removed_1  	
[354]	39	Jessica  Polka	Context_removed_1  	
[355]	39	Jessica  Polka	Result_effect-_1  	since  threshold  is  increasing
[356]	39	Jessica  Polka	Context_removed_1    	
[357]	39	Jessica  Polka	Context_removed_1  	
[358]	39	Jessica  Polka	Context_removed_1  	
[359]	39	Jessica  Polka	Context_removed_1  	
[360]	39	Dey,  Gautam	context_removed_1	
[361]	39	Jessica  Polka	Context_stat+_1  	
[362]	39	jonathon coates	Results_stat+_1+  	
[363]	39	Dey,  Gautam	results_added_1+  	
[364]	39	jonathon coates	Results_stat+_1+  	
[365]	39	Mate  Palfy	Results_added_1+  	
[366]	39	jonathon coates	results_stat+_1+    	
[367]	39	Mate  Palfy	Results_added_1+  	
[368]	39	jonathon coates	resuts_stat-_1	
[369]	39	Mate  Palfy	Results_stat-_1	
[370]	39	Jessica  Polka	Results_nounchange_1  	adolescent  motherhood  ->  under  20
[371]	39	Jessica  Polka	Results_effect+_1+  	see  removed  text  below
[372]	39	jonathon coates	results_stat+_1+  	
[373]	39	Jessica  Polka	Results_removed_1  	reconciled
[374]	39	Jessica  Polka	Results_removed_1  	reconciled
[375]	39	Jessica  Polka	Results_added_1+  	
[376]	39	Jessica  Polka	Results_statinfo_1+  	
[377]	39	Mate  Palfy	Results_statinfo_1+  	
[378]	39	Jessica  Polka	Results_effect-_1-	from  OR  0.28
[379]	39	Dey,  Gautam	results_statinfo_1+  	
[380]	39	jonathon coates	results_stat+_1+  	
[381]	39	jonathon coates	results_stat+_1+  	
[382]	39	Dey,  Gautam	results_removed_1  	
[383]	39	Jessica  Polka	Results_added_1+  	association  between  stunting  and  dev  risk
[384]	39	Mate  Palfy	Conclusion_added_1+  	
[385]	39	jonathon coates	conclusion_added_1  	reconciled
[386]	39	Jessica  Polka	Results_added_1+  	this  factor  is  rare
[387]	39	Mate  Palfy	Conclusions_added_1+  	
[388]	39	Jessica  Polka	Conclusions_removed_1-	less  prescriptive
[389]	39	Dey,  Gautam	conclusion_added_1+  	
[390]	40	Mate  Palfy	Results_stat+_1+  	
[391]	40	jonathon coates	context_stat+_1+  	increase  in  sample  size
[392]	40	Mate  Palfy	Results_added_1+  	
[393]	40	Mate  Palfy	Results_statinfo_1+  	
